city_id,date_key,Temperature,Humidity,Wind Speed,Rainfall,Visibility
1434,19-02,1,59.8,15.4,51.1,10000
1438,16-02,1,59.8,15.4,51,10000
1438,18-02,1,59.8,15.4,51.1,10000
1496,09-02,1,59.8,15.4,51,10000
1496,11-02,1,59.8,15.4,51.2,10000
1496,24-02,1,59.8,15.4,51,10000
1497,16-02,1,59.8,15.4,51,10000
1497,24-02,1,59.8,15.4,51,10000
1544,07-02,1,59.8,15.4,51.1,10000
1544,13-02,1,59.8,15.4,51.1,10000
1544,16-02,1,59.8,15.4,51.1,10000
1544,18-02,1,59.8,15.4,51.2,10000
1676,18-02,1,59.8,15.4,51.1,10000
1709,08-02,1,59.8,15.4,51.1,10000
1709,13-02,1,59.8,15.4,51.2,10000
1797,05-02,1,59.8,15.4,51,10000
1826,08-02,1,59.8,15.4,51.1,10000
1826,13-02,1,59.8,15.4,51.1,10000
1826,17-02,1,59.8,15.4,51,10000
1841,08-02,1,59.8,15.4,51.1,10000
1882,09-02,1,59.8,15.4,51,10000
1882,15-02,1,59.8,15.4,51,10000
1912,11-02,1,59.8,15.4,51.1,10000
1912,24-02,1,59.8,15.4,51.1,10000
1937,14-02,1,59.8,15.4,51.1,10000
1940,09-02,1,59.8,15.4,51,10000
1940,18-02,1,59.8,15.4,51.2,10000
2043,07-02,1,59.8,15.4,51.1,10000
2043,24-02,1,59.8,15.4,51.1,10000
2044,16-02,1,59.8,15.4,51,10000
2159,07-02,1,59.8,15.4,51,10000
2181,14-02,1,59.8,15.4,51.2,10000
2216,24-02,1,59.8,15.4,51,10000
2250,08-02,1,59.8,15.4,51.1,10000
2322,13-02,1,59.8,15.4,51.2,10000
2322,16-02,1,59.8,15.4,51,10000
2322,19-02,1,59.8,15.4,51,10000
2357,25-02,1,59.8,15.4,51,10000
2393,11-02,1,59.8,15.4,51.2,10000
2425,06-02,1,59.8,15.4,51.1,10000
2522,08-02,1,59.8,15.4,51,10000
2560,14-02,1,59.8,15.4,51.2,10000
2587,13-02,1,59.8,15.4,51.1,10000
41,15-02,1,60.9,15.4,53.1,10000
45,06-02,1,60.9,15.4,53,10000
46,06-02,1,60.9,15.4,53,10000
86,12-02,1,60.9,15.4,53,10000
117,11-02,1,60.9,15.4,53.1,10000
284,06-02,1,60.9,15.4,53.1,10000
284,15-02,1,60.9,15.4,53,10000
302,14-02,1,60.9,15.4,53,10000
302,17-02,1,60.9,15.4,53.1,10000
309,05-02,1,60.9,15.4,53,10000
309,14-02,1,60.9,15.4,53,10000
309,18-02,1,60.9,15.4,53.1,10000
326,11-02,1,60.9,15.4,53,10000
338,25-02,1,60.9,15.4,53,10000
344,07-02,1,60.9,15.4,53,10000
372,16-02,1,60.9,15.4,53,10000
520,14-02,1,60.9,15.4,53.1,10000
526,05-02,1,60.9,15.4,53,10000
536,19-02,1,60.9,15.4,53,10000
621,24-02,1,60.9,15.4,53,10000
643,06-02,1,60.9,15.4,53.1,10000
680,05-02,1,60.9,15.4,53,10000
715,09-02,1,60.9,15.4,53,10000
715,11-02,1,60.9,15.4,53,10000
870,07-02,1,60.9,15.4,53,10000
897,12-02,1,60.9,15.4,53,10000
897,13-02,1,60.9,15.4,53,10000
930,05-02,1,60.9,15.4,53.1,10000
930,15-02,1,60.9,15.4,53,10000
950,19-02,1,60.9,15.4,53,10000
1024,09-02,1,60.9,15.4,53,10000
1046,17-02,1,60.9,15.4,53,10000
1046,18-02,1,60.9,15.4,53,10000
1066,19-02,1,60.9,15.4,53.1,10000
1194,09-02,1,60.9,15.4,53,10000
1337,11-02,1,60.9,15.4,53.1,10000
1337,13-02,1,60.9,15.4,53,10000
1398,05-02,1,60.9,15.4,53.1,10000
1416,24-02,1,60.9,15.4,53.1,10000
1477,09-02,1,60.9,15.4,53.1,10000
1485,05-02,1,60.9,15.4,53,10000
1485,08-02,1,60.9,15.4,53.1,10000
1539,08-02,1,60.9,15.4,53.1,10000
1595,13-02,1,60.9,15.4,53.1,10000
1625,07-02,1,60.9,15.4,53,10000
1625,09-02,1,60.9,15.4,53.1,10000
1625,14-02,1,60.9,15.4,53.1,10000
1631,08-02,1,60.9,15.4,53,10000
1631,15-02,1,60.9,15.4,53,10000
1648,06-02,1,60.9,15.4,53,10000
1661,18-02,1,60.9,15.4,53,10000
1672,24-02,1,60.9,15.4,53.1,10000
1749,08-02,1,60.9,15.4,53.1,10000
1749,25-02,1,60.9,15.4,53.1,10000
1772,12-02,1,60.9,15.4,53.1,10000
1781,08-02,1,60.9,15.4,53.1,10000
1781,12-02,1,60.9,15.4,53.1,10000
1839,17-02,1,60.9,15.4,53.1,10000
1856,17-02,1,60.9,15.4,53.1,10000
1856,24-02,1,60.9,15.4,53,10000
1860,06-02,1,60.9,15.4,53,10000
1932,25-02,1,60.9,15.4,53,10000
1970,05-02,1,60.9,15.4,53,10000
1970,14-02,1,60.9,15.4,53,10000
1970,19-02,1,60.9,15.4,53.1,10000
1971,15-02,1,60.9,15.4,53.1,10000
1984,11-02,1,60.9,15.4,53,10000
1984,13-02,1,60.9,15.4,53.1,10000
2081,05-02,1,60.9,15.4,53,10000
2081,11-02,1,60.9,15.4,53,10000
2085,11-02,1,60.9,15.4,53,10000
2092,15-02,1,60.9,15.4,53.1,10000
2130,24-02,1,60.9,15.4,53.1,10000
2185,11-02,1,60.9,15.4,53.1,10000
2185,25-02,1,60.9,15.4,53,10000
2263,16-02,1,60.9,15.4,53,10000
2314,11-02,1,60.9,15.4,53,10000
2315,14-02,1,60.9,15.4,53.1,10000
2376,19-02,1,60.9,15.4,53,10000
2439,25-02,1,60.9,15.4,53.1,10000
2479,11-02,1,60.9,15.4,53.1,10000
30,16-12,1,68.1,15.4,62,10000
65,16-12,1,68.1,15.4,61.9,10000
182,12-12,1,68.1,15.4,61.9,10000
240,05-12,1,68.1,15.4,62,10000
240,09-12,1,68.1,15.4,62,10000
333,15-12,1,68.1,15.4,61.9,10000
358,15-12,1,68.1,15.4,62,10000
366,14-12,1,68.1,15.4,62,10000
401,25-12,1,68.1,15.4,62,10000
417,24-12,1,68.1,15.4,62,10000
427,12-12,1,68.1,15.4,62,10000
434,12-12,1,68.1,15.4,62,10000
434,14-12,1,68.1,15.4,62,10000
496,09-12,1,68.1,15.4,61.9,10000
550,05-12,1,68.1,15.4,61.9,10000
566,08-12,1,68.1,15.4,61.9,10000
648,12-12,1,68.1,15.4,61.9,10000
648,15-12,1,68.1,15.4,62,10000
653,08-12,1,68.1,15.4,61.9,10000
653,25-12,1,68.1,15.4,62,10000
716,06-12,1,68.1,15.4,62,10000
716,07-12,1,68.1,15.4,61.9,10000
716,16-12,1,68.1,15.4,61.9,10000
727,06-12,1,68.1,15.4,62,10000
727,14-12,1,68.1,15.4,62,10000
727,18-12,1,68.1,15.4,61.9,10000
831,05-12,1,68.1,15.4,62,10000
857,05-12,1,68.1,15.4,61.9,10000
873,06-12,1,68.1,15.4,62,10000
928,06-12,1,68.1,15.4,61.9,10000
928,11-12,1,68.1,15.4,62,10000
1057,19-12,1,68.1,15.4,62,10000
1195,15-12,1,68.1,15.4,62,10000
1282,15-12,1,68.1,15.4,62,10000
1282,24-12,1,68.1,15.4,62,10000
1308,15-12,1,68.1,15.4,61.9,10000
1312,11-12,1,68.1,15.4,62,10000
1328,15-12,1,68.1,15.4,62,10000
1328,16-12,1,68.1,15.4,61.9,10000
1394,18-12,1,68.1,15.4,62,10000
1417,14-12,1,68.1,15.4,62,10000
1424,08-12,1,68.1,15.4,61.9,10000
1424,12-12,1,68.1,15.4,61.9,10000
1458,19-12,1,68.1,15.4,61.9,10000
1461,07-12,1,68.1,15.4,62,10000
1461,11-12,1,68.1,15.4,62,10000
1461,25-12,1,68.1,15.4,62,10000
1467,16-12,1,68.1,15.4,62,10000
1523,13-12,1,68.1,15.4,61.9,10000
1523,19-12,1,68.1,15.4,62,10000
1551,12-12,1,68.1,15.4,61.9,10000
1551,13-12,1,68.1,15.4,62,10000
1551,25-12,1,68.1,15.4,61.9,10000
1636,08-12,1,68.1,15.4,62,10000
1690,06-12,1,68.1,15.4,61.9,10000
1690,08-12,1,68.1,15.4,61.9,10000
1711,08-12,1,68.1,15.4,61.9,10000
1787,17-12,1,68.1,15.4,61.9,10000
1848,14-12,1,68.1,15.4,62,10000
1859,16-12,1,68.1,15.4,61.9,10000
1922,13-12,1,68.1,15.4,61.9,10000
1926,08-12,1,68.1,15.4,62,10000
1926,13-12,1,68.1,15.4,62,10000
2007,09-12,1,68.1,15.4,62,10000
2014,12-12,1,68.1,15.4,62,10000
2018,07-12,1,68.1,15.4,62,10000
2056,12-12,1,68.1,15.4,62,10000
2058,14-12,1,68.1,15.4,61.9,10000
2058,19-12,1,68.1,15.4,61.9,10000
2210,11-12,1,68.1,15.4,62,10000
2236,24-12,1,68.1,15.4,62,10000
2238,15-12,1,68.1,15.4,62,10000
2368,14-12,1,68.1,15.4,62,10000
2371,06-12,1,68.1,15.4,62,10000
2458,13-12,1,68.1,15.4,62,10000
2471,15-12,1,68.1,15.4,62,10000
2471,25-12,1,68.1,15.4,61.9,10000
2477,12-12,1,68.1,15.4,62,10000
2585,16-12,1,68.1,15.4,62,10000
43,24-02,1,60,15.4,51.5,10000
250,06-02,1,60,15.4,51.5,10000
250,25-02,1,60,15.4,51.5,10000
261,06-02,1,60,15.4,51.4,10000
265,16-02,1,60,15.4,51.4,10000
307,12-02,1,60,15.4,51.5,10000
361,14-02,1,60,15.4,51.5,10000
364,19-02,1,60,15.4,51.5,10000
379,24-02,1,60,15.4,51.5,10000
416,18-02,1,60,15.4,51.4,10000
426,06-02,1,60,15.4,51.5,10000
426,18-02,1,60,15.4,51.4,10000
480,09-02,1,60,15.4,51.5,10000
500,12-02,1,60,15.4,51.4,10000
500,16-02,1,60,15.4,51.4,10000
521,12-02,1,60,15.4,51.4,10000
521,18-02,1,60,15.4,51.4,10000
557,24-02,1,60,15.4,51.5,10000
750,13-02,1,60,15.4,51.5,10000
784,14-02,1,60,15.4,51.5,10000
789,05-02,1,60,15.4,51.5,10000
810,08-02,1,60,15.4,51.5,10000
830,11-02,1,60,15.4,51.5,10000
913,24-02,1,60,15.4,51.4,10000
983,18-02,1,60,15.4,51.4,10000
991,25-02,1,60,15.4,51.5,10000
1001,06-02,1,60,15.4,51.4,10000
1001,16-02,1,60,15.4,51.4,10000
1041,15-02,1,60,15.4,51.4,10000
1050,25-02,1,60,15.4,51.5,10000
1090,17-02,1,60,15.4,51.4,10000
1099,05-02,1,60,15.4,51.5,10000
1196,05-02,1,60,15.4,51.4,10000
1196,15-02,1,60,15.4,51.4,10000
1208,14-02,1,60,15.4,51.5,10000
1255,13-02,1,60,15.4,51.4,10000
1258,13-02,1,60,15.4,51.4,10000
1260,25-02,1,60,15.4,51.5,10000
1269,24-02,1,60,15.4,51.4,10000
1280,24-02,1,60,15.4,51.4,10000
1420,05-02,1,60,15.4,51.5,10000
1425,06-02,1,60,15.4,51.5,10000
1425,17-02,1,60,15.4,51.5,10000
1425,24-02,1,60,15.4,51.5,10000
1426,09-02,1,60,15.4,51.5,10000
1541,15-02,1,60,15.4,51.5,10000
1605,06-02,1,60,15.4,51.4,10000
1605,12-02,1,60,15.4,51.5,10000
1676,05-02,1,60,15.4,51.5,10000
1708,14-02,1,60,15.4,51.4,10000
1709,05-02,1,60,15.4,51.5,10000
1733,09-02,1,60,15.4,51.5,10000
1783,24-02,1,60,15.4,51.4,10000
1794,07-02,1,60,15.4,51.4,10000
1846,16-02,1,60,15.4,51.5,10000
1963,11-02,1,60,15.4,51.4,10000
2016,25-02,1,60,15.4,51.5,10000
2043,12-02,1,60,15.4,51.4,10000
2112,06-02,1,60,15.4,51.4,10000
2120,06-02,1,60,15.4,51.5,10000
2215,19-02,1,60,15.4,51.5,10000
2218,09-02,1,60,15.4,51.4,10000
2232,08-02,1,60,15.4,51.5,10000
2234,16-02,1,60,15.4,51.5,10000
2234,24-02,1,60,15.4,51.4,10000
2242,24-02,1,60,15.4,51.4,10000
2357,24-02,1,60,15.4,51.4,10000
2396,17-02,1,60,15.4,51.4,10000
2425,08-02,1,60,15.4,51.5,10000
2425,11-02,1,60,15.4,51.5,10000
2529,12-02,1,60,15.4,51.4,10000
2529,16-02,1,60,15.4,51.4,10000
2529,17-02,1,60,15.4,51.4,10000
2542,07-02,1,60,15.4,51.4,10000
2545,07-02,1,60,15.4,51.5,10000
2587,05-02,1,60,15.4,51.4,10000
2587,24-02,1,60,15.4,51.5,10000
23,19-12,1,67.4,15.4,60.6,10000
95,09-12,1,67.4,15.4,60.7,10000
110,06-12,1,67.4,15.4,60.8,10000
111,07-12,1,67.4,15.4,60.7,10000
175,12-12,1,67.4,15.4,60.7,10000
175,16-12,1,67.4,15.4,60.8,10000
177,08-12,1,67.4,15.4,60.7,10000
177,18-12,1,67.4,15.4,60.7,10000
222,16-12,1,67.4,15.4,60.7,10000
270,05-12,1,67.4,15.4,60.6,10000
270,12-12,1,67.4,15.4,60.6,10000
287,09-12,1,67.4,15.4,60.8,10000
354,24-12,1,67.4,15.4,60.6,10000
357,09-12,1,67.4,15.4,60.7,10000
360,11-12,1,67.4,15.4,60.7,10000
373,14-12,1,67.4,15.4,60.6,10000
421,15-12,1,67.4,15.4,60.7,10000
422,06-12,1,67.4,15.4,60.7,10000
433,15-12,1,67.4,15.4,60.7,10000
438,05-12,1,67.4,15.4,60.6,10000
456,15-12,1,67.4,15.4,60.8,10000
456,17-12,1,67.4,15.4,60.8,10000
550,25-12,1,67.4,15.4,60.8,10000
605,24-12,1,67.4,15.4,60.8,10000
611,09-12,1,67.4,15.4,60.7,10000
611,12-12,1,67.4,15.4,60.7,10000
611,17-12,1,67.4,15.4,60.7,10000
729,12-12,1,67.4,15.4,60.8,10000
755,05-12,1,67.4,15.4,60.8,10000
769,09-12,1,67.4,15.4,60.8,10000
775,25-12,1,67.4,15.4,60.6,10000
841,19-12,1,67.4,15.4,60.8,10000
919,11-12,1,67.4,15.4,60.7,10000
924,11-12,1,67.4,15.4,60.7,10000
1068,07-12,1,67.4,15.4,60.8,10000
1077,12-12,1,67.4,15.4,60.7,10000
1128,06-12,1,67.4,15.4,60.8,10000
1128,11-12,1,67.4,15.4,60.7,10000
1272,12-12,1,67.4,15.4,60.7,10000
1272,17-12,1,67.4,15.4,60.7,10000
1314,05-12,1,67.4,15.4,60.7,10000
1340,14-12,1,67.4,15.4,60.6,10000
1361,05-12,1,67.4,15.4,60.8,10000
1361,12-12,1,67.4,15.4,60.6,10000
1457,19-12,1,67.4,15.4,60.6,10000
1620,17-12,1,67.4,15.4,60.6,10000
1758,25-12,1,67.4,15.4,60.6,10000
1784,14-12,1,67.4,15.4,60.8,10000
1811,09-12,1,67.4,15.4,60.8,10000
1868,05-12,1,67.4,15.4,60.7,10000
1933,06-12,1,67.4,15.4,60.7,10000
1933,11-12,1,67.4,15.4,60.7,10000
1933,12-12,1,67.4,15.4,60.8,10000
1933,13-12,1,67.4,15.4,60.7,10000
1946,14-12,1,67.4,15.4,60.7,10000
1964,11-12,1,67.4,15.4,60.7,10000
1979,05-12,1,67.4,15.4,60.8,10000
2050,12-12,1,67.4,15.4,60.6,10000
2132,12-12,1,67.4,15.4,60.8,10000
2233,16-12,1,67.4,15.4,60.7,10000
2233,24-12,1,67.4,15.4,60.8,10000
2292,13-12,1,67.4,15.4,60.8,10000
2292,14-12,1,67.4,15.4,60.8,10000
2308,17-12,1,67.4,15.4,60.7,10000
2319,12-12,1,67.4,15.4,60.7,10000
2321,11-12,1,67.4,15.4,60.8,10000
2389,24-12,1,67.4,15.4,60.8,10000
2394,13-12,1,67.4,15.4,60.8,10000
2508,09-12,1,67.4,15.4,60.8,10000
2513,14-12,1,67.4,15.4,60.8,10000
2520,06-12,1,67.4,15.4,60.7,10000
2520,24-12,1,67.4,15.4,60.7,10000
2551,12-12,1,67.4,15.4,60.7,10000
2551,14-12,1,67.4,15.4,60.7,10000
2590,08-12,1,67.4,15.4,60.8,10000
28,24-12,1,68,15.4,61.8,10000
53,07-12,1,68,15.4,61.7,10000
65,13-12,1,68,15.4,61.7,10000
65,18-12,1,68,15.4,61.7,10000
82,14-12,1,68,15.4,61.9,10000
82,18-12,1,68,15.4,61.8,10000
112,12-12,1,68,15.4,61.8,10000
124,16-12,1,68,15.4,61.7,10000
208,19-12,1,68,15.4,61.9,10000
270,19-12,1,68,15.4,61.8,10000
275,09-12,1,68,15.4,61.7,10000
287,12-12,1,68,15.4,61.8,10000
322,08-12,1,68,15.4,61.8,10000
328,13-12,1,68,15.4,61.7,10000
328,14-12,1,68,15.4,61.8,10000
328,15-12,1,68,15.4,61.8,10000
358,08-12,1,68,15.4,61.7,10000
366,25-12,1,68,15.4,61.8,10000
401,05-12,1,68,15.4,61.8,10000
401,15-12,1,68,15.4,61.7,10000
434,08-12,1,68,15.4,61.8,10000
434,11-12,1,68,15.4,61.9,10000
506,05-12,1,68,15.4,61.8,10000
506,09-12,1,68,15.4,61.8,10000
550,07-12,1,68,15.4,61.9,10000
550,13-12,1,68,15.4,61.7,10000
566,15-12,1,68,15.4,61.8,10000
566,18-12,1,68,15.4,61.8,10000
607,13-12,1,68,15.4,61.8,10000
651,11-12,1,68,15.4,61.7,10000
679,05-12,1,68,15.4,61.8,10000
679,09-12,1,68,15.4,61.8,10000
727,15-12,1,68,15.4,61.8,10000
744,12-12,1,68,15.4,61.8,10000
755,14-12,1,68,15.4,61.7,10000
763,17-12,1,68,15.4,61.7,10000
816,09-12,1,68,15.4,61.8,10000
857,07-12,1,68,15.4,61.8,10000
1038,25-12,1,68,15.4,61.7,10000
1118,25-12,1,68,15.4,61.7,10000
1124,07-12,1,68,15.4,61.9,10000
1124,15-12,1,68,15.4,61.7,10000
1195,16-12,1,68,15.4,61.7,10000
1303,09-12,1,68,15.4,61.7,10000
1417,11-12,1,68,15.4,61.8,10000
1445,19-12,1,68,15.4,61.8,10000
1467,06-12,1,68,15.4,61.9,10000
1467,12-12,1,68,15.4,61.7,10000
1542,15-12,1,68,15.4,61.7,10000
1654,06-12,1,68,15.4,61.9,10000
1683,15-12,1,68,15.4,61.8,10000
1690,09-12,1,68,15.4,61.8,10000
1720,05-12,1,68,15.4,61.8,10000
1720,06-12,1,68,15.4,61.7,10000
1922,16-12,1,68,15.4,61.9,10000
1926,16-12,1,68,15.4,61.8,10000
2007,07-12,1,68,15.4,61.8,10000
2012,24-12,1,68,15.4,61.8,10000
2231,09-12,1,68,15.4,61.9,10000
2236,14-12,1,68,15.4,61.8,10000
2379,12-12,1,68,15.4,61.8,10000
2379,25-12,1,68,15.4,61.8,10000
2384,07-12,1,68,15.4,61.8,10000
2394,05-12,1,68,15.4,61.7,10000
2458,17-12,1,68,15.4,61.9,10000
2471,08-12,1,68,15.4,61.7,10000
2471,14-12,1,68,15.4,61.7,10000
2471,17-12,1,68,15.4,61.8,10000
2495,19-12,1,68,15.4,61.7,10000
2511,11-12,1,68,15.4,61.8,10000
2511,15-12,1,68,15.4,61.8,10000
2511,25-12,1,68,15.4,61.7,10000
143,09-12,1,67.6,15.4,61.1,10000
175,06-12,1,67.6,15.4,61,10000
182,05-12,1,67.6,15.4,61.1,10000
182,06-12,1,67.6,15.4,61.1,10000
182,18-12,1,67.6,15.4,61.1,10000
253,05-12,1,67.6,15.4,61.1,10000
333,06-12,1,67.6,15.4,61.1,10000
333,09-12,1,67.6,15.4,61.1,10000
366,13-12,1,67.6,15.4,61,10000
401,06-12,1,67.6,15.4,61.1,10000
524,13-12,1,67.6,15.4,61,10000
550,14-12,1,67.6,15.4,61.1,10000
566,07-12,1,67.6,15.4,61.1,10000
601,09-12,1,67.6,15.4,61,10000
605,08-12,1,67.6,15.4,61.1,10000
651,08-12,1,67.6,15.4,61.1,10000
651,19-12,1,67.6,15.4,61,10000
692,07-12,1,67.6,15.4,61.1,10000
727,07-12,1,67.6,15.4,61.1,10000
727,13-12,1,67.6,15.4,61,10000
755,13-12,1,67.6,15.4,61.1,10000
758,13-12,1,67.6,15.4,61,10000
773,14-12,1,67.6,15.4,61.1,10000
816,06-12,1,67.6,15.4,61.1,10000
818,17-12,1,67.6,15.4,61.1,10000
831,12-12,1,67.6,15.4,61.1,10000
858,08-12,1,67.6,15.4,61,10000
858,19-12,1,67.6,15.4,61.1,10000
919,17-12,1,67.6,15.4,61,10000
924,19-12,1,67.6,15.4,61,10000
964,09-12,1,67.6,15.4,61.1,10000
1030,15-12,1,67.6,15.4,61.1,10000
1073,14-12,1,67.6,15.4,61.1,10000
1077,07-12,1,67.6,15.4,61,10000
1128,12-12,1,67.6,15.4,61,10000
1261,07-12,1,67.6,15.4,61.1,10000
1275,12-12,1,67.6,15.4,61,10000
1275,14-12,1,67.6,15.4,61.1,10000
1340,15-12,1,67.6,15.4,61.1,10000
1343,14-12,1,67.6,15.4,61,10000
1343,25-12,1,67.6,15.4,61.1,10000
1444,12-12,1,67.6,15.4,61,10000
1445,06-12,1,67.6,15.4,61,10000
1451,08-12,1,67.6,15.4,61.1,10000
1461,12-12,1,67.6,15.4,61.1,10000
1604,24-12,1,67.6,15.4,61.1,10000
1777,11-12,1,67.6,15.4,61.1,10000
1780,17-12,1,67.6,15.4,61,10000
1780,18-12,1,67.6,15.4,61,10000
1784,24-12,1,67.6,15.4,61,10000
1787,14-12,1,67.6,15.4,61.1,10000
1807,24-12,1,67.6,15.4,61.1,10000
1851,25-12,1,67.6,15.4,61.1,10000
1922,12-12,1,67.6,15.4,61.1,10000
2000,12-12,1,67.6,15.4,61,10000
2041,15-12,1,67.6,15.4,61.1,10000
2047,24-12,1,67.6,15.4,61.1,10000
2050,08-12,1,67.6,15.4,61,10000
2056,18-12,1,67.6,15.4,61.1,10000
2132,07-12,1,67.6,15.4,61.1,10000
2132,18-12,1,67.6,15.4,61.1,10000
2200,16-12,1,67.6,15.4,61,10000
2200,18-12,1,67.6,15.4,61.1,10000
2229,09-12,1,67.6,15.4,61,10000
2289,07-12,1,67.6,15.4,61.1,10000
2292,12-12,1,67.6,15.4,61.1,10000
2319,14-12,1,67.6,15.4,61,10000
2354,19-12,1,67.6,15.4,61,10000
2375,12-12,1,67.6,15.4,61,10000
2443,07-12,1,67.6,15.4,61.1,10000
113,09-02,1,61.3,15.4,53.8,10000
117,19-02,1,61.3,15.4,53.7,10000
268,06-02,1,61.3,15.4,53.8,10000
286,17-02,1,61.3,15.4,53.7,10000
402,11-02,1,61.3,15.4,53.8,10000
449,12-02,1,61.3,15.4,53.7,10000
472,09-02,1,61.3,15.4,53.7,10000
490,12-02,1,61.3,15.4,53.8,10000
495,08-02,1,61.3,15.4,53.7,10000
495,18-02,1,61.3,15.4,53.8,10000
505,17-02,1,61.3,15.4,53.8,10000
531,06-02,1,61.3,15.4,53.7,10000
533,16-02,1,61.3,15.4,53.7,10000
585,25-02,1,61.3,15.4,53.7,10000
596,17-02,1,61.3,15.4,53.7,10000
652,24-02,1,61.3,15.4,53.7,10000
725,18-02,1,61.3,15.4,53.8,10000
735,05-02,1,61.3,15.4,53.8,10000
735,09-02,1,61.3,15.4,53.8,10000
783,05-02,1,61.3,15.4,53.7,10000
842,05-02,1,61.3,15.4,53.8,10000
844,07-02,1,61.3,15.4,53.8,10000
855,09-02,1,61.3,15.4,53.8,10000
855,13-02,1,61.3,15.4,53.8,10000
875,13-02,1,61.3,15.4,53.7,10000
897,17-02,1,61.3,15.4,53.7,10000
927,09-02,1,61.3,15.4,53.8,10000
927,12-02,1,61.3,15.4,53.8,10000
987,19-02,1,61.3,15.4,53.8,10000
1024,25-02,1,61.3,15.4,53.8,10000
1055,06-02,1,61.3,15.4,53.8,10000
1307,18-02,1,61.3,15.4,53.8,10000
1338,09-02,1,61.3,15.4,53.8,10000
1368,19-02,1,61.3,15.4,53.7,10000
1381,19-02,1,61.3,15.4,53.8,10000
1398,18-02,1,61.3,15.4,53.8,10000
1416,15-02,1,61.3,15.4,53.8,10000
1481,07-02,1,61.3,15.4,53.8,10000
1481,12-02,1,61.3,15.4,53.7,10000
1526,09-02,1,61.3,15.4,53.7,10000
1531,08-02,1,61.3,15.4,53.8,10000
1531,17-02,1,61.3,15.4,53.8,10000
1571,19-02,1,61.3,15.4,53.8,10000
1593,12-02,1,61.3,15.4,53.8,10000
1621,13-02,1,61.3,15.4,53.8,10000
1621,18-02,1,61.3,15.4,53.7,10000
1638,12-02,1,61.3,15.4,53.8,10000
1638,17-02,1,61.3,15.4,53.8,10000
1685,08-02,1,61.3,15.4,53.8,10000
1712,13-02,1,61.3,15.4,53.8,10000
1713,07-02,1,61.3,15.4,53.7,10000
1713,12-02,1,61.3,15.4,53.8,10000
1750,16-02,1,61.3,15.4,53.7,10000
1761,16-02,1,61.3,15.4,53.8,10000
1798,05-02,1,61.3,15.4,53.7,10000
1810,14-02,1,61.3,15.4,53.8,10000
1867,24-02,1,61.3,15.4,53.7,10000
1931,14-02,1,61.3,15.4,53.7,10000
1941,07-02,1,61.3,15.4,53.8,10000
1982,07-02,1,61.3,15.4,53.8,10000
2001,11-02,1,61.3,15.4,53.8,10000
2038,11-02,1,61.3,15.4,53.7,10000
2081,06-02,1,61.3,15.4,53.7,10000
2185,14-02,1,61.3,15.4,53.8,10000
2189,07-02,1,61.3,15.4,53.7,10000
2315,07-02,1,61.3,15.4,53.8,10000
2351,14-02,1,61.3,15.4,53.7,10000
2541,25-02,1,61.3,15.4,53.8,10000
2577,05-02,1,61.3,15.4,53.8,10000
