city_id,year,Population,Population Density,Urbanization %,Vehicle Count,Industrial Area %
607,2015,211100,1583,82,122438,11
608,2015,192200,1441,82,111476,11
610,2015,212000,1590,82,122960,11
611,2015,203600,1527,82,118088,11
612,2015,190400,1428,82,110432,11
614,2015,202700,1520,82,117566,11
615,2015,208700,1565,82,121046,11
616,2015,209000,1567,82,121220,11
618,2015,190400,1428,82,110432,11
619,2015,194600,1459,82,112868,11
620,2015,203600,1527,82,118088,11
621,2015,193400,1450,82,112172,11
622,2015,207800,1558,82,120524,11
625,2015,193100,1448,82,111998,11
626,2015,212300,1592,82,123134,11
627,2015,188300,1412,82,109214,11
628,2015,206600,1549,82,119828,11
629,2015,187700,1407,82,108866,11
630,2015,199100,1493,82,115478,11
640,2015,193700,1452,82,112346,11
645,2015,197600,1482,82,114608,11
648,2015,200600,1504,82,116348,11
650,2015,194000,1455,82,112520,11
651,2015,195200,1464,82,113216,11
652,2015,200000,1500,82,116000,11
653,2015,195200,1464,82,113216,11
654,2015,204500,1533,82,118610,11
655,2015,193100,1448,82,111998,11
657,2015,191300,1434,82,110954,11
660,2015,196400,1473,82,113912,11
661,2015,198200,1486,82,114956,11
662,2015,198500,1488,82,115130,11
663,2015,191300,1434,82,110954,11
664,2015,188300,1412,82,109214,11
666,2015,200900,1506,82,116522,11
667,2015,196700,1475,82,114086,11
669,2015,207200,1554,82,120176,11
670,2015,196400,1473,82,113912,11
674,2015,186800,1401,82,108344,11
675,2015,201200,1509,82,116696,11
676,2015,194600,1459,82,112868,11
677,2015,210800,1581,82,122264,11
678,2015,188300,1412,82,109214,11
679,2015,195500,1466,82,113390,11
680,2015,194000,1455,82,112520,11
681,2015,192800,1446,82,111824,11
682,2015,206900,1551,82,120002,11
683,2015,204800,1536,82,118784,11
684,2015,203600,1527,82,118088,11
685,2015,196700,1475,82,114086,11
686,2015,201500,1511,82,116870,11
687,2015,206900,1551,82,120002,11
688,2015,197300,1479,82,114434,11
689,2015,209300,1569,82,121394,11
690,2015,185900,1394,82,107822,11
691,2015,204800,1536,82,118784,11
692,2015,207500,1556,82,120350,11
693,2015,189500,1421,82,109910,11
694,2015,200300,1502,82,116174,11
696,2015,208400,1563,82,120872,11
698,2015,205700,1542,82,119306,11
699,2015,188300,1412,82,109214,11
702,2015,206300,1547,82,119654,11
703,2015,200900,1506,82,116522,11
704,2015,208700,1565,82,121046,11
705,2015,200900,1506,82,116522,11
706,2015,206300,1547,82,119654,11
707,2015,200900,1506,82,116522,11
708,2015,185300,1389,82,107474,11
709,2015,207800,1558,82,120524,11
710,2015,194600,1459,82,112868,11
711,2015,207800,1558,82,120524,11
712,2015,198200,1486,82,114956,11
714,2015,203300,1524,82,117914,11
715,2015,206300,1547,82,119654,11
716,2015,192500,1443,82,111650,11
718,2015,214100,1605,82,124178,11
720,2015,194600,1459,82,112868,11
721,2015,214700,1610,82,124526,11
724,2015,203000,1522,82,117740,11
725,2015,191000,1432,82,110780,11
726,2015,194300,1457,82,112694,11
727,2015,195800,1468,82,113564,11
729,2015,194600,1459,82,112868,11
730,2015,187700,1407,82,108866,11
731,2015,186200,1396,82,107996,11
732,2015,185600,1392,82,107648,11
733,2015,209600,1572,82,121568,11
734,2015,200300,1502,82,116174,11
735,2015,214700,1610,82,124526,11
736,2015,189800,1423,82,110084,11
737,2015,206000,1545,82,119480,11
738,2015,205400,1540,82,119132,11
739,2015,197900,1484,82,114782,11
740,2015,200000,1500,82,116000,11
741,2015,201200,1509,82,116696,11
744,2015,196400,1473,82,113912,11
745,2015,198500,1488,82,115130,11
746,2015,194900,1461,82,113042,11
747,2015,195800,1468,82,113564,11
748,2015,212900,1596,82,123482,11
749,2015,195500,1466,82,113390,11
750,2015,185000,1387,82,107300,11
751,2015,214100,1605,82,124178,11
752,2015,211100,1583,82,122438,11
753,2015,188300,1412,82,109214,11
754,2015,204800,1536,82,118784,11
755,2015,208700,1565,82,121046,11
758,2015,186200,1396,82,107996,11
759,2015,185000,1387,82,107300,11
760,2015,187400,1405,82,108692,11
763,2015,190400,1428,82,110432,11
765,2015,187400,1405,82,108692,11
767,2015,193700,1452,82,112346,11
769,2015,185300,1389,82,107474,11
770,2015,200000,1500,82,116000,11
773,2015,187400,1405,82,108692,11
774,2015,212300,1592,82,123134,11
775,2015,196400,1473,82,113912,11
776,2015,188000,1410,82,109040,11
777,2015,189500,1421,82,109910,11
778,2015,196400,1473,82,113912,11
779,2015,198500,1488,82,115130,11
782,2015,188900,1416,82,109562,11
783,2015,212900,1596,82,123482,11
784,2015,209300,1569,82,121394,11
785,2015,187700,1407,82,108866,11
786,2015,196400,1473,82,113912,11
787,2015,208400,1563,82,120872,11
788,2015,197900,1484,82,114782,11
789,2015,185600,1392,82,107648,11
790,2015,186800,1401,82,108344,11
793,2015,205400,1540,82,119132,11
794,2015,207800,1558,82,120524,11
795,2015,195800,1468,82,113564,11
796,2015,205100,1538,82,118958,11
797,2015,197900,1484,82,114782,11
798,2015,191600,1437,82,111128,11
801,2015,200600,1504,82,116348,11
802,2015,201800,1513,82,117044,11
803,2015,192500,1443,82,111650,11
804,2015,197300,1479,82,114434,11
805,2015,200600,1504,82,116348,11
806,2015,186200,1396,82,107996,11
807,2015,197600,1482,82,114608,11
809,2015,210200,1576,82,121916,11
810,2015,214700,1610,82,124526,11
811,2015,212900,1596,82,123482,11
812,2015,201500,1511,82,116870,11
813,2015,204500,1533,82,118610,11
815,2015,188600,1414,82,109388,11
817,2015,205100,1538,82,118958,11
818,2015,209300,1569,82,121394,11
819,2015,213200,1599,82,123656,11
820,2015,191900,1439,82,111302,11
822,2015,185600,1392,82,107648,11
824,2015,189500,1421,82,109910,11
825,2015,188000,1410,82,109040,11
829,2015,209000,1567,82,121220,11
830,2015,200000,1500,82,116000,11
831,2015,203300,1524,82,117914,11
834,2015,212300,1592,82,123134,11
835,2015,212900,1596,82,123482,11
838,2015,198200,1486,82,114956,11
839,2015,209600,1572,82,121568,11
840,2015,187700,1407,82,108866,11
841,2015,211100,1583,82,122438,11
842,2015,186800,1401,82,108344,11
843,2015,185600,1392,82,107648,11
844,2015,209600,1572,82,121568,11
846,2015,187400,1405,82,108692,11
847,2015,206300,1547,82,119654,11
849,2015,194000,1455,82,112520,11
850,2015,209900,1574,82,121742,11
855,2015,203600,1527,82,118088,11
856,2015,203900,1529,82,118262,11
857,2015,211700,1587,82,122786,11
858,2015,197300,1479,82,114434,11
861,2015,203000,1522,82,117740,11
862,2015,206300,1547,82,119654,11
863,2015,191900,1439,82,111302,11
864,2015,192800,1446,82,111824,11
865,2015,197900,1484,82,114782,11
866,2015,193400,1450,82,112172,11
868,2015,191000,1432,82,110780,11
869,2015,185900,1394,82,107822,11
870,2015,214100,1605,82,124178,11
872,2015,193700,1452,82,112346,11
873,2015,203900,1529,82,118262,11
874,2015,200000,1500,82,116000,11
875,2015,186800,1401,82,108344,11
877,2015,208400,1563,82,120872,11
879,2015,212000,1590,82,122960,11
880,2015,188600,1414,82,109388,11
882,2015,194600,1459,82,112868,11
883,2015,196700,1475,82,114086,11
884,2015,207200,1554,82,120176,11
885,2015,203000,1522,82,117740,11
886,2015,212000,1590,82,122960,11
887,2015,209000,1567,82,121220,11
888,2015,206900,1551,82,120002,11
889,2015,211700,1587,82,122786,11
890,2015,212600,1594,82,123308,11
891,2015,207800,1558,82,120524,11
893,2015,192800,1446,82,111824,11
894,2015,214100,1605,82,124178,11
895,2015,208100,1560,82,120698,11
896,2015,206600,1549,82,119828,11
897,2015,203000,1522,82,117740,11
898,2015,213200,1599,82,123656,11
899,2015,202100,1515,82,117218,11
901,2015,205100,1538,82,118958,11
902,2015,204500,1533,82,118610,11
903,2015,204500,1533,82,118610,11
904,2015,198200,1486,82,114956,11
905,2015,206600,1549,82,119828,11
906,2015,204800,1536,82,118784,11
907,2015,213800,1603,82,124004,11
908,2015,209300,1569,82,121394,11
909,2015,213200,1599,82,123656,11
910,2015,202400,1518,82,117392,11
911,2015,208700,1565,82,121046,11
912,2015,208100,1560,82,120698,11
913,2015,188900,1416,82,109562,11
914,2015,213800,1603,82,124004,11
915,2015,187700,1407,82,108866,11
916,2015,190100,1425,82,110258,11
917,2015,198800,1491,82,115304,11
919,2015,206900,1551,82,120002,11
923,2015,211100,1583,82,122438,11
924,2015,191300,1434,82,110954,11
928,2015,212900,1596,82,123482,11
929,2015,196100,1470,82,113738,11
930,2015,191600,1437,82,111128,11
931,2015,199700,1497,82,115826,11
933,2015,203600,1527,82,118088,11
934,2015,197900,1484,82,114782,11
936,2015,204500,1533,82,118610,11
944,2015,214700,1610,82,124526,11
952,2015,209600,1572,82,121568,11
953,2015,185900,1394,82,107822,11
954,2015,205700,1542,82,119306,11
955,2015,203900,1529,82,118262,11
956,2015,188900,1416,82,109562,11
957,2015,194000,1455,82,112520,11
961,2015,199100,1493,82,115478,11
964,2015,207500,1556,82,120350,11
966,2015,185900,1394,82,107822,11
968,2015,193400,1450,82,112172,11
970,2015,188000,1410,82,109040,11
971,2015,208100,1560,82,120698,11
972,2015,201500,1511,82,116870,11
973,2015,203300,1524,82,117914,11
974,2015,191300,1434,82,110954,11
975,2015,194600,1459,82,112868,11
978,2015,206000,1545,82,119480,11
980,2015,188900,1416,82,109562,11
982,2015,212600,1594,82,123308,11
983,2015,191600,1437,82,111128,11
984,2015,206600,1549,82,119828,11
985,2015,214100,1605,82,124178,11
986,2015,188000,1410,82,109040,11
987,2015,207500,1556,82,120350,11
989,2015,207200,1554,82,120176,11
990,2015,191000,1432,82,110780,11
991,2015,193100,1448,82,111998,11
992,2015,193700,1452,82,112346,11
994,2015,210200,1576,82,121916,11
995,2015,197000,1477,82,114260,11
996,2015,203300,1524,82,117914,11
997,2015,203300,1524,82,117914,11
998,2015,191000,1432,82,110780,11
999,2015,199400,1495,82,115652,11
1000,2015,196400,1473,82,113912,11
1001,2015,213200,1599,82,123656,11
1002,2015,189500,1421,82,109910,11
1004,2015,185900,1394,82,107822,11
1005,2015,195200,1464,82,113216,11
1006,2015,210500,1578,82,122090,11
1010,2015,194900,1461,82,113042,11
1011,2015,212000,1590,82,122960,11
1012,2015,185000,1387,82,107300,11
1013,2015,211100,1583,82,122438,11
1014,2015,204800,1536,82,118784,11
1015,2015,195500,1466,82,113390,11
1016,2015,186800,1401,82,108344,11
1017,2015,189200,1419,82,109736,11
1018,2015,208700,1565,82,121046,11
1020,2015,198200,1486,82,114956,11
1021,2015,210800,1581,82,122264,11
1022,2015,207500,1556,82,120350,11
1024,2015,198800,1491,82,115304,11
1025,2015,213800,1603,82,124004,11
1028,2015,204800,1536,82,118784,11
1029,2015,194300,1457,82,112694,11
1037,2015,209300,1569,82,121394,11
1038,2015,198500,1488,82,115130,11
1039,2015,203300,1524,82,117914,11
1040,2015,185300,1389,82,107474,11
1041,2015,203000,1522,82,117740,11
1043,2015,209300,1569,82,121394,11
1045,2015,196400,1473,82,113912,11
1046,2015,204500,1533,82,118610,11
1047,2015,202700,1520,82,117566,11
1050,2015,196700,1475,82,114086,11
1051,2015,198500,1488,82,115130,11
1052,2015,204500,1533,82,118610,11
1053,2015,206600,1549,82,119828,11
1054,2015,204500,1533,82,118610,11
1055,2015,208400,1563,82,120872,11
1056,2015,198800,1491,82,115304,11
1057,2015,210800,1581,82,122264,11
1059,2015,213800,1603,82,124004,11
1060,2015,198500,1488,82,115130,11
1062,2015,187400,1405,82,108692,11
1064,2015,205100,1538,82,118958,11
1066,2015,211700,1587,82,122786,11
1068,2015,197300,1479,82,114434,11
1070,2015,192500,1443,82,111650,11
1073,2015,186800,1401,82,108344,11
1074,2015,199700,1497,82,115826,11
1075,2015,188000,1410,82,109040,11
1076,2015,192500,1443,82,111650,11
1077,2015,192200,1441,82,111476,11
1090,2015,194000,1455,82,112520,11
1094,2015,189200,1419,82,109736,11
1095,2015,197000,1477,82,114260,11
1096,2015,192200,1441,82,111476,11
1100,2015,189800,1423,82,110084,11
1102,2015,186800,1401,82,108344,11
1103,2015,204500,1533,82,118610,11
1104,2015,204500,1533,82,118610,11
1106,2015,191600,1437,82,111128,11
1114,2015,185300,1389,82,107474,11
1118,2015,204500,1533,82,118610,11
1119,2015,208400,1563,82,120872,11
1120,2015,208100,1560,82,120698,11
1121,2015,205400,1540,82,119132,11
1123,2015,185000,1387,82,107300,11
1124,2015,192500,1443,82,111650,11
1125,2015,204800,1536,82,118784,11
1127,2015,193100,1448,82,111998,11
1128,2015,207800,1558,82,120524,11
1133,2015,204200,1531,82,118436,11
1136,2015,197900,1484,82,114782,11
1137,2015,200900,1506,82,116522,11
1144,2015,199700,1497,82,115826,11
1145,2015,195500,1466,82,113390,11
1147,2015,188000,1410,82,109040,11
1159,2015,194900,1461,82,113042,11
1163,2015,196400,1473,82,113912,11
1165,2015,194300,1457,82,112694,11
1166,2015,205100,1538,82,118958,11
1167,2015,189200,1419,82,109736,11
1168,2015,185300,1389,82,107474,11
1169,2015,188000,1410,82,109040,11
1171,2015,206000,1545,82,119480,11
1172,2015,194000,1455,82,112520,11
1173,2015,204200,1531,82,118436,11
1174,2015,196100,1470,82,113738,11
1175,2015,214100,1605,82,124178,11
1176,2015,207500,1556,82,120350,11
1177,2015,212600,1594,82,123308,11
1178,2015,211400,1585,82,122612,11
1180,2015,211400,1585,82,122612,11
1181,2015,190100,1425,82,110258,11
1193,2015,204200,1531,82,118436,11
1194,2015,187700,1407,82,108866,11
1195,2015,208100,1560,82,120698,11
1196,2015,189200,1419,82,109736,11
1197,2015,211100,1583,82,122438,11
1201,2015,188900,1416,82,109562,11
1203,2015,214700,1610,82,124526,11
1204,2015,190100,1425,82,110258,11
1206,2015,206000,1545,82,119480,11
1207,2015,202100,1515,82,117218,11
1208,2015,202400,1518,82,117392,11
1209,2015,204200,1531,82,118436,11
1210,2015,209000,1567,82,121220,11
1211,2015,185600,1392,82,107648,11
1215,2015,197000,1477,82,114260,11
1230,2015,190700,1430,82,110606,11
1238,2015,185000,1387,82,107300,11
1239,2015,205100,1538,82,118958,11
1240,2015,195800,1468,82,113564,11
1241,2015,211100,1583,82,122438,11
1242,2015,206300,1547,82,119654,11
1243,2015,207500,1556,82,120350,11
1244,2015,206600,1549,82,119828,11
1246,2015,197300,1479,82,114434,11
1247,2015,188000,1410,82,109040,11
1248,2015,204800,1536,82,118784,11
1249,2015,214100,1605,82,124178,11
1250,2015,192800,1446,82,111824,11
1253,2015,185000,1387,82,107300,11
1255,2015,200300,1502,82,116174,11
1256,2015,202400,1518,82,117392,11
1257,2015,205100,1538,82,118958,11
1258,2015,192500,1443,82,111650,11
1259,2015,208100,1560,82,120698,11
1260,2015,187400,1405,82,108692,11
1262,2015,191000,1432,82,110780,11
1263,2015,212900,1596,82,123482,11
1264,2015,203600,1527,82,118088,11
1265,2015,203600,1527,82,118088,11
1269,2015,197300,1479,82,114434,11
1270,2015,204500,1533,82,118610,11
1271,2015,186500,1398,82,108170,11
1272,2015,200000,1500,82,116000,11
1273,2015,185900,1394,82,107822,11
1275,2015,187400,1405,82,108692,11
1276,2015,212900,1596,82,123482,11
1277,2015,186500,1398,82,108170,11
1278,2015,210200,1576,82,121916,11
1279,2015,213200,1599,82,123656,11
1280,2015,186500,1398,82,108170,11
1281,2015,192200,1441,82,111476,11
1282,2015,211100,1583,82,122438,11
1283,2015,200300,1502,82,116174,11
1285,2015,202400,1518,82,117392,11
1286,2015,213800,1603,82,124004,11
1288,2015,206600,1549,82,119828,11
1289,2015,190100,1425,82,110258,11
1291,2015,207800,1558,82,120524,11
1292,2015,200600,1504,82,116348,11
1293,2015,213500,1601,82,123830,11
1294,2015,200900,1506,82,116522,11
1295,2015,191900,1439,82,111302,11
1296,2015,185900,1394,82,107822,11
